text,intent
Check-in nhanh chóng. Rất tốt. Ăn sáng ngon. Tuyệt vời.,positive
Phòng có mùi khó chịu. Dịch vụ kém.,negative
Không quay lại lần sau. Phòng có mùi khó chịu. Phòng bẩn.,negative
Nhân viên lạnh nhạt. Khó chịu. Phòng quá nhỏ. Giá quá cao.,negative
Trang thiết bị hiện đại. Đáng đồng tiền.,positive
Ăn sáng ngon. Rất hài lòng. Dịch vụ tuyệt vời.,positive
Không đáng tiền. Giá quá cao.,negative
Rất tốt. Chắc chắn sẽ quay lại.,positive
Phòng có mùi khó chịu. Nhân viên lạnh nhạt. Thái độ nhân viên không tốt.,negative
Chắc chắn sẽ quay lại. Không gian yên tĩnh. Rất tốt. Nhân viên thân thiện.,positive
Không giống hình ảnh. Cực kỳ tệ. Khó chịu. Không đáng tiền.,negative
Thái độ nhân viên không tốt. Phòng có mùi khó chịu. Kém chất lượng. Cực kỳ tệ.,negative
Không gian yên tĩnh. Giá cả hợp lý.,positive
Giá cả hợp lý. Check-in nhanh chóng. Rất tốt. Không gian yên tĩnh.,positive
Phục vụ chu đáo. Rất hài lòng.,positive
Thiếu tiện nghi. Check-in chậm. Kém chất lượng.,negative
Đáng đồng tiền. Sạch sẽ và tiện nghi.,positive
Vị trí xa trung tâm. Không đáng tiền.,negative
Đáng đồng tiền. Homestay sạch sẽ.,positive
Vị trí xa trung tâm. Cực kỳ tệ. Kém chất lượng.,negative
Không gian yên tĩnh. Check-in nhanh chóng. Rất tốt.,positive
Trang thiết bị hiện đại. Ăn sáng ngon.,positive
Chắc chắn sẽ quay lại. Phục vụ chu đáo. Check-in nhanh chóng.,positive
Khó chịu. Kém chất lượng. Thái độ nhân viên không tốt.,negative
Tuyệt vời. Homestay sạch sẽ. Thái độ nhân viên rất tốt. Rất tốt.,positive
Bữa sáng nghèo nàn. Dịch vụ kém.,negative
Không giống hình ảnh. Không quay lại lần sau. Check-in chậm. Phòng có mùi khó chịu.,negative
Không đáng tiền. Bữa sáng nghèo nàn. Không quay lại lần sau. Dịch vụ kém.,negative
Không gian yên tĩnh. Homestay sạch sẽ. Rất hài lòng.,positive
Thiếu tiện nghi. Không đáng tiền. Vị trí xa trung tâm. Dịch vụ kém.,negative
Phòng bẩn. Rất thất vọng. Thiếu tiện nghi.,negative
Không đáng tiền. Vị trí xa trung tâm. Cực kỳ tệ. Dịch vụ kém.,negative
Nhân viên thân thiện. Không gian yên tĩnh. Vị trí thuận tiện. Rất tốt.,positive
Đáng đồng tiền. Homestay sạch sẽ. Rất tốt. Không gian yên tĩnh.,positive
Cực kỳ tệ. Phòng có mùi khó chịu.,negative
Dịch vụ tuyệt vời. Homestay sạch sẽ. Rất tốt. Tuyệt vời.,positive
Không quay lại lần sau. Phòng có mùi khó chịu. Check-in chậm.,negative
Phục vụ chu đáo. Tuyệt vời. Ăn sáng ngon. Giá cả hợp lý.,positive
Rất thất vọng. Phòng bẩn. Không quay lại lần sau. Phòng có mùi khó chịu.,negative
Thái độ nhân viên rất tốt. Nhân viên thân thiện. Tuyệt vời. Rất tốt.,positive
Phòng quá nhỏ. Kém chất lượng.,negative
Nhân viên thân thiện. Chắc chắn sẽ quay lại.,positive
Thái độ nhân viên rất tốt. Homestay sạch sẽ. Ăn sáng ngon. Check-in nhanh chóng.,positive
Khó chịu. Check-in chậm. Kém chất lượng. Thiếu tiện nghi.,negative
Thái độ nhân viên không tốt. Nhân viên lạnh nhạt.,negative
Rất hài lòng. Thái độ nhân viên rất tốt. Đáng đồng tiền. Sạch sẽ và tiện nghi.,positive
Giá quá cao. Khó chịu. Check-in chậm.,negative
Giá quá cao. Không giống hình ảnh. Rất thất vọng.,negative
Không gian yên tĩnh. Vị trí thuận tiện. Ăn sáng ngon.,positive
Nhân viên thân thiện. Vị trí thuận tiện. Giá cả hợp lý. Phục vụ chu đáo.,positive
Vị trí xa trung tâm. Bữa sáng nghèo nàn. Phòng quá nhỏ.,negative
Khó chịu. Nhân viên lạnh nhạt. Dịch vụ kém. Kém chất lượng.,negative
Phục vụ chu đáo. Check-in nhanh chóng. Không gian yên tĩnh. Nhân viên thân thiện.,positive
Vị trí thuận tiện. Thái độ nhân viên rất tốt. Nhân viên thân thiện.,positive
Không giống hình ảnh. Check-in chậm. Vị trí xa trung tâm.,negative
Giá quá cao. Phòng quá nhỏ. Thái độ nhân viên không tốt.,negative
Phục vụ chu đáo. Rất tốt. Giá cả hợp lý.,positive
Không gian yên tĩnh. Tuyệt vời. Rất tốt. Ăn sáng ngon.,positive
Dịch vụ kém. Phòng bẩn.,negative
Check-in nhanh chóng. Phòng ốc đẹp. Ăn sáng ngon.,positive
Rất tốt. Nhân viên thân thiện. Thái độ nhân viên rất tốt. Dịch vụ tuyệt vời.,positive
Dịch vụ kém. Bữa sáng nghèo nàn. Rất thất vọng. Kém chất lượng.,negative
Thái độ nhân viên rất tốt. Sạch sẽ và tiện nghi.,positive
Phục vụ chu đáo. Rất tốt. Không gian yên tĩnh. Đáng đồng tiền.,positive
Sạch sẽ và tiện nghi. Chắc chắn sẽ quay lại.,positive
Không quay lại lần sau. Rất thất vọng. Thái độ nhân viên không tốt. Check-in chậm.,negative
Không đáng tiền. Nhân viên lạnh nhạt.,negative
Khó chịu. Vị trí xa trung tâm. Phòng quá nhỏ. Giá quá cao.,negative
Thiếu tiện nghi. Cực kỳ tệ. Phòng bẩn.,negative
Ăn sáng ngon. Đáng đồng tiền. Phục vụ chu đáo.,positive
Phòng có mùi khó chịu. Phòng bẩn.,negative
Phục vụ chu đáo. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại. Dịch vụ tuyệt vời.,positive
Rất hài lòng. Tuyệt vời. Check-in nhanh chóng.,positive
Không giống hình ảnh. Nhân viên lạnh nhạt. Phòng bẩn. Vị trí xa trung tâm.,negative
Vị trí xa trung tâm. Giá quá cao.,negative
Rất tốt. Dịch vụ tuyệt vời. Check-in nhanh chóng. Tuyệt vời.,positive
Vị trí thuận tiện. Rất hài lòng. Homestay sạch sẽ. Giá cả hợp lý.,positive
Thái độ nhân viên không tốt. Dịch vụ kém.,negative
Không đáng tiền. Kém chất lượng. Nhân viên lạnh nhạt.,negative
Check-in nhanh chóng. Ăn sáng ngon.,positive
"Homestay trang trí đẹp, hiện đại, đầy đủ tiện nghi.",positive
Nhân viên thân thiện. Trang thiết bị hiện đại. Tuyệt vời.,positive
Nhân viên lạnh nhạt. Dịch vụ kém. Kém chất lượng.,negative
Phòng bẩn. Dịch vụ kém.,negative
Chắc chắn sẽ quay lại. Check-in nhanh chóng. Phòng ốc đẹp. Ăn sáng ngon.,positive
Homestay sạch sẽ. Trang thiết bị hiện đại.,positive
Rất thất vọng. Khó chịu.,negative
Thiếu tiện nghi. Không giống hình ảnh. Vị trí xa trung tâm. Thái độ nhân viên không tốt.,negative
Thái độ nhân viên không tốt. Kém chất lượng. Phòng có mùi khó chịu.,negative
Rất tốt. Thái độ nhân viên rất tốt.,positive
Rất thất vọng. Phòng bẩn. Phòng quá nhỏ. Nhân viên lạnh nhạt.,negative
Homestay sạch sẽ. Trang thiết bị hiện đại. Đáng đồng tiền.,positive
Dịch vụ kém. Không đáng tiền.,negative
Cực kỳ tệ. Không giống hình ảnh. Không đáng tiền.,negative
Chắc chắn sẽ quay lại. Phòng ốc đẹp. Thái độ nhân viên rất tốt.,positive
Rất hài lòng. Vị trí thuận tiện. Ăn sáng ngon. Nhân viên thân thiện.,positive
Phục vụ chu đáo. Trang thiết bị hiện đại.,positive
Khó chịu. Phòng có mùi khó chịu. Check-in chậm.,negative
Ăn sáng ngon. Check-in nhanh chóng. Giá cả hợp lý. Nhân viên thân thiện.,positive
Dịch vụ tuyệt vời. Rất hài lòng. Thái độ nhân viên rất tốt.,positive
Rất hài lòng. Phòng ốc đẹp. Phục vụ chu đáo. Check-in nhanh chóng.,positive
Cực kỳ tệ. Khó chịu. Vị trí xa trung tâm.,negative
Không đáng tiền. Thái độ nhân viên không tốt. Không quay lại lần sau. Rất thất vọng.,negative
Vị trí xa trung tâm. Thái độ nhân viên không tốt. Kém chất lượng.,negative
Ăn sáng ngon. Thái độ nhân viên rất tốt.,positive
Kém chất lượng. Phòng quá nhỏ. Giá quá cao. Nhân viên lạnh nhạt.,negative
Check-in chậm. Phòng có mùi khó chịu.,negative
Chắc chắn sẽ quay lại. Giá cả hợp lý.,positive
Vị trí xa trung tâm. Không giống hình ảnh.,negative
Cực kỳ tệ. Dịch vụ kém. Check-in chậm. Khó chịu.,negative
Phòng ốc đẹp. Check-in nhanh chóng.,positive
Thái độ nhân viên rất tốt. Đáng đồng tiền.,positive
Bữa sáng nghèo nàn. Check-in chậm. Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Tuyệt vời. Vị trí thuận tiện.,positive
Homestay sạch sẽ. Phục vụ chu đáo.,positive
Thiếu tiện nghi. Phòng quá nhỏ.,negative
Thiếu tiện nghi. Phòng bẩn.,negative
Rất hài lòng. Tuyệt vời.,positive
Rất thất vọng. Dịch vụ kém.,negative
Phòng bẩn. Phòng quá nhỏ. Dịch vụ kém. Vị trí xa trung tâm.,negative
Nhân viên lạnh nhạt. Phòng bẩn. Thiếu tiện nghi.,negative
Giá cả hợp lý. Không gian yên tĩnh. Thái độ nhân viên rất tốt. Chắc chắn sẽ quay lại.,positive
Vị trí xa trung tâm. Giá quá cao. Nhân viên lạnh nhạt.,negative
Vị trí thuận tiện. Homestay sạch sẽ. Giá cả hợp lý.,positive
Cực kỳ tệ. Bữa sáng nghèo nàn. Nhân viên lạnh nhạt.,negative
Rất thất vọng. Khó chịu. Kém chất lượng.,negative
Sạch sẽ và tiện nghi. Dịch vụ tuyệt vời.,positive
Check-in nhanh chóng. Tuyệt vời. Trang thiết bị hiện đại. Chắc chắn sẽ quay lại.,positive
Không đáng tiền. Thiếu tiện nghi.,negative
Check-in chậm. Không đáng tiền. Không giống hình ảnh. Nhân viên lạnh nhạt.,negative
Check-in nhanh chóng. Rất hài lòng. Vị trí thuận tiện.,positive
Vị trí thuận tiện. Không gian yên tĩnh. Chắc chắn sẽ quay lại.,positive
Không quay lại lần sau. Khó chịu. Thiếu tiện nghi. Phòng bẩn.,negative
Đáng đồng tiền. Homestay sạch sẽ. Vị trí thuận tiện. Giá cả hợp lý.,positive
Rất tốt. Check-in nhanh chóng.,positive
Sạch sẽ và tiện nghi. Rất tốt. Chắc chắn sẽ quay lại. Không gian yên tĩnh.,positive
Vị trí thuận tiện. Chắc chắn sẽ quay lại.,positive
Khó chịu. Rất thất vọng. Check-in chậm. Không quay lại lần sau.,negative
Rất thất vọng. Kém chất lượng. Cực kỳ tệ. Dịch vụ kém.,negative
Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Nhân viên thân thiện. Check-in nhanh chóng. Sạch sẽ và tiện nghi.,positive
Phòng có mùi khó chịu. Dịch vụ kém.,negative
Dịch vụ tuyệt vời. Rất hài lòng. Sạch sẽ và tiện nghi. Giá cả hợp lý.,positive
Cực kỳ tệ. Thiếu tiện nghi.,negative
Phòng có mùi khó chịu. Không đáng tiền. Không quay lại lần sau. Thái độ nhân viên không tốt.,negative
Rất thất vọng. Phòng có mùi khó chịu.,negative
Không gian yên tĩnh. Vị trí thuận tiện. Đáng đồng tiền. Sạch sẽ và tiện nghi.,positive
"Vị trí xa, khó di chuyển, giá cao.",negative
Thái độ nhân viên không tốt. Không quay lại lần sau. Rất thất vọng.,negative
Phòng quá nhỏ. Khó chịu.,negative
Nhân viên lạnh nhạt. Không giống hình ảnh. Dịch vụ kém.,negative
Check-in chậm. Thái độ nhân viên không tốt.,negative
Không giống hình ảnh. Phòng bẩn. Thiếu tiện nghi.,negative
Thái độ nhân viên rất tốt. Phục vụ chu đáo.,positive
Nhân viên thân thiện. Chắc chắn sẽ quay lại.,positive
Dịch vụ kém. Không giống hình ảnh.,negative
Cực kỳ tệ. Không giống hình ảnh.,negative
Không gian yên tĩnh. Phục vụ chu đáo.,positive
Homestay sạch sẽ. Trang thiết bị hiện đại. Dịch vụ tuyệt vời.,positive
Cực kỳ tệ. Khó chịu. Kém chất lượng.,negative
Vị trí thuận tiện. Giá cả hợp lý. Homestay sạch sẽ.,positive
Thái độ nhân viên rất tốt. Không gian yên tĩnh. Sạch sẽ và tiện nghi.,positive
Phòng có mùi khó chịu. Không giống hình ảnh. Không quay lại lần sau.,negative
Vị trí thuận tiện. Sạch sẽ và tiện nghi.,positive
Ăn sáng ngon. Không gian yên tĩnh. Check-in nhanh chóng. Dịch vụ tuyệt vời.,positive
Ăn sáng ngon. Trang thiết bị hiện đại.,positive
Rất thất vọng. Bữa sáng nghèo nàn.,negative
Không giống hình ảnh. Bữa sáng nghèo nàn. Cực kỳ tệ.,negative
Dịch vụ tuyệt vời. Sạch sẽ và tiện nghi.,positive
Dịch vụ kém. Rất thất vọng. Cực kỳ tệ.,negative
Rất thất vọng. Giá quá cao. Phòng bẩn.,negative
Đáng đồng tiền. Tuyệt vời. Ăn sáng ngon. Phòng ốc đẹp.,positive
Không giống hình ảnh. Giá quá cao.,negative
Ăn sáng ngon. Phục vụ chu đáo. Không gian yên tĩnh. Thái độ nhân viên rất tốt.,positive
Phòng bẩn. Phòng quá nhỏ.,negative
Check-in nhanh chóng. Dịch vụ tuyệt vời. Nhân viên thân thiện. Sạch sẽ và tiện nghi.,positive
Bữa sáng nghèo nàn. Giá quá cao.,negative
Rất thất vọng. Không đáng tiền. Giá quá cao. Dịch vụ kém.,negative
Phòng bẩn. Check-in chậm. Bữa sáng nghèo nàn. Rất thất vọng.,negative
Thái độ nhân viên không tốt. Phòng quá nhỏ. Dịch vụ kém. Thiếu tiện nghi.,negative
Check-in chậm. Không giống hình ảnh. Cực kỳ tệ.,negative
Cực kỳ tệ. Kém chất lượng.,negative
Phòng bẩn. Không giống hình ảnh.,negative
Phòng quá nhỏ. Dịch vụ kém.,negative
Thiếu tiện nghi. Phòng có mùi khó chịu. Rất thất vọng. Vị trí xa trung tâm.,negative
Phòng có mùi khó chịu. Khó chịu. Không quay lại lần sau.,negative
Rất thất vọng. Vị trí xa trung tâm. Phòng bẩn. Khó chịu.,negative
Trang thiết bị hiện đại. Phục vụ chu đáo. Phòng ốc đẹp.,positive
Chắc chắn sẽ quay lại. Không gian yên tĩnh.,positive
Bữa sáng nghèo nàn. Phòng bẩn. Dịch vụ kém. Khó chịu.,negative
Phòng ốc đẹp. Vị trí thuận tiện.,positive
Đáng đồng tiền. Tuyệt vời. Dịch vụ tuyệt vời. Không gian yên tĩnh.,positive
Dịch vụ tuyệt vời. Giá cả hợp lý. Đáng đồng tiền.,positive
Giá quá cao. Khó chịu. Check-in chậm. Phòng có mùi khó chịu.,negative
Đáng đồng tiền. Chắc chắn sẽ quay lại.,positive
Vị trí thuận tiện. Trang thiết bị hiện đại. Sạch sẽ và tiện nghi.,positive
Vị trí xa trung tâm. Giá quá cao. Phòng quá nhỏ.,negative
Đáng đồng tiền. Rất tốt. Phòng ốc đẹp.,positive
Không đáng tiền. Nhân viên lạnh nhạt. Phòng bẩn. Rất thất vọng.,negative
Phòng có mùi khó chịu. Giá quá cao. Không đáng tiền. Kém chất lượng.,negative
Tuyệt vời. Nhân viên thân thiện.,positive
Thái độ nhân viên rất tốt. Ăn sáng ngon. Tuyệt vời. Đáng đồng tiền.,positive
Không giống hình ảnh. Check-in chậm.,negative
Cực kỳ tệ. Phòng có mùi khó chịu.,negative
Phục vụ chu đáo. Trang thiết bị hiện đại. Đáng đồng tiền.,positive
Nhân viên lạnh nhạt. Không giống hình ảnh.,negative
Không quay lại lần sau. Thiếu tiện nghi.,negative
Sạch sẽ và tiện nghi. Ăn sáng ngon. Tuyệt vời.,positive
Phòng quá nhỏ. Rất thất vọng.,negative
Không quay lại lần sau. Thái độ nhân viên không tốt. Không đáng tiền. Check-in chậm.,negative
Phòng có mùi khó chịu. Dịch vụ kém. Phòng bẩn.,negative
Kém chất lượng. Không quay lại lần sau. Phòng bẩn. Không đáng tiền.,negative
Thái độ nhân viên không tốt. Check-in chậm. Phòng quá nhỏ. Nhân viên lạnh nhạt.,negative
Trang thiết bị hiện đại. Phục vụ chu đáo.,positive
Khó chịu. Phòng quá nhỏ.,negative
Không đáng tiền. Thái độ nhân viên không tốt. Dịch vụ kém.,negative
Rất thất vọng. Phòng quá nhỏ. Khó chịu. Vị trí xa trung tâm.,negative
Rất hài lòng. Vị trí thuận tiện. Nhân viên thân thiện. Phục vụ chu đáo.,positive
Phòng có mùi khó chịu. Kém chất lượng. Bữa sáng nghèo nàn.,negative
Phòng có mùi khó chịu. Cực kỳ tệ.,negative
Thiếu tiện nghi. Phòng bẩn. Phòng quá nhỏ.,negative
Thái độ nhân viên không tốt. Rất thất vọng.,negative
Bữa sáng nghèo nàn. Phòng có mùi khó chịu. Không giống hình ảnh.,negative
Không giống hình ảnh. Cực kỳ tệ. Dịch vụ kém.,negative
Bữa sáng nghèo nàn. Dịch vụ kém. Vị trí xa trung tâm. Không quay lại lần sau.,negative
Homestay sạch sẽ. Nhân viên thân thiện.,positive
Homestay sạch sẽ. Phòng ốc đẹp. Rất tốt. Trang thiết bị hiện đại.,positive
Nhân viên thân thiện. Rất tốt. Rất hài lòng. Sạch sẽ và tiện nghi.,positive
Nhân viên lạnh nhạt. Khó chịu.,negative
Chắc chắn sẽ quay lại. Trang thiết bị hiện đại.,positive
Thiếu tiện nghi. Phòng có mùi khó chịu. Rất thất vọng. Kém chất lượng.,negative
Vị trí xa trung tâm. Thái độ nhân viên không tốt. Giá quá cao.,negative
Rất hài lòng. Dịch vụ tuyệt vời.,positive
Giá quá cao. Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Sạch sẽ và tiện nghi. Phòng ốc đẹp. Dịch vụ tuyệt vời. Rất tốt.,positive
Nhân viên thân thiện. Vị trí thuận tiện. Đáng đồng tiền. Dịch vụ tuyệt vời.,positive
Homestay sạch sẽ. Không gian yên tĩnh.,positive
Trang thiết bị hiện đại. Phục vụ chu đáo. Đáng đồng tiền.,positive
Nhân viên thân thiện. Vị trí thuận tiện. Trang thiết bị hiện đại.,positive
Dịch vụ kém. Phòng có mùi khó chịu. Phòng bẩn. Thái độ nhân viên không tốt.,negative
Chắc chắn sẽ quay lại. Không gian yên tĩnh. Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Vị trí thuận tiện. Ăn sáng ngon.,positive
Check-in chậm. Phòng bẩn.,negative
Thiếu tiện nghi. Thái độ nhân viên không tốt.,negative
Không gian yên tĩnh. Giá cả hợp lý. Rất hài lòng.,positive
Homestay không có dịch vụ đưa đón sân bay.,negative
Không gian yên tĩnh. Thái độ nhân viên rất tốt.,positive
Phục vụ chu đáo. Vị trí thuận tiện.,positive
Kém chất lượng. Nhân viên lạnh nhạt.,negative
Bữa sáng nghèo nàn. Khó chịu.,negative
Phục vụ chu đáo. Trang thiết bị hiện đại. Rất tốt. Vị trí thuận tiện.,positive
Đáng đồng tiền. Ăn sáng ngon. Check-in nhanh chóng. Rất tốt.,positive
Trang thiết bị hiện đại. Giá cả hợp lý. Không gian yên tĩnh. Sạch sẽ và tiện nghi.,positive
Giá quá cao. Không giống hình ảnh. Thiếu tiện nghi.,negative
Khó chịu. Bữa sáng nghèo nàn.,negative
Chắc chắn sẽ quay lại. Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Giá cả hợp lý. Check-in nhanh chóng. Sạch sẽ và tiện nghi.,positive
Thiếu tiện nghi. Bữa sáng nghèo nàn. Phòng có mùi khó chịu.,negative
Check-in chậm. Vị trí xa trung tâm. Khó chịu. Phòng quá nhỏ.,negative
Không quay lại lần sau. Phòng có mùi khó chịu. Thiếu tiện nghi.,negative
Dịch vụ kém. Cực kỳ tệ. Vị trí xa trung tâm.,negative
Rất thất vọng. Dịch vụ kém.,negative
Kém chất lượng. Phòng bẩn.,negative
Homestay sạch sẽ. Check-in nhanh chóng.,positive
Nhân viên thân thiện. Ăn sáng ngon.,positive
Rất tốt. Nhân viên thân thiện.,positive
Chắc chắn sẽ quay lại. Phục vụ chu đáo. Đáng đồng tiền.,positive
Cực kỳ tệ. Kém chất lượng. Dịch vụ kém. Phòng bẩn.,negative
Nhân viên lạnh nhạt. Thái độ nhân viên không tốt. Phòng có mùi khó chịu.,negative
Phòng có mùi khó chịu. Khó chịu.,negative
Phòng bẩn. Rất thất vọng. Dịch vụ kém.,negative
Kém chất lượng. Không giống hình ảnh. Vị trí xa trung tâm.,negative
Không quay lại lần sau. Dịch vụ kém. Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Phục vụ chu đáo. Rất hài lòng. Giá cả hợp lý.,positive
Giá cả hợp lý. Check-in nhanh chóng. Tuyệt vời.,positive
Giá quá cao. Bữa sáng nghèo nàn. Phòng bẩn.,negative
Phòng có mùi khó chịu. Kém chất lượng. Giá quá cao.,negative
Kém chất lượng. Rất thất vọng. Không đáng tiền. Cực kỳ tệ.,negative
Giá quá cao. Bữa sáng nghèo nàn. Kém chất lượng. Không đáng tiền.,negative
Check-in chậm. Kém chất lượng.,negative
Cực kỳ tệ. Thiếu tiện nghi.,negative
Sạch sẽ và tiện nghi. Rất hài lòng. Rất tốt. Tuyệt vời.,positive
Chắc chắn sẽ quay lại. Thái độ nhân viên rất tốt.,positive
Nhân viên lạnh nhạt. Phòng có mùi khó chịu. Phòng quá nhỏ.,negative
Phòng bẩn. Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Phục vụ chu đáo. Phòng ốc đẹp. Ăn sáng ngon. Rất hài lòng.,positive
Nhân viên thân thiện. Rất hài lòng. Homestay sạch sẽ.,positive
Phòng có mùi khó chịu. Vị trí xa trung tâm. Phòng quá nhỏ. Không đáng tiền.,negative
Đáng đồng tiền. Check-in nhanh chóng. Nhân viên thân thiện. Trang thiết bị hiện đại.,positive
Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt. Ăn sáng ngon.,positive
Không gian yên tĩnh. Thái độ nhân viên rất tốt.,positive
Rất thất vọng. Phòng bẩn. Giá quá cao.,negative
Vị trí thuận tiện. Rất hài lòng.,positive
Chắc chắn sẽ quay lại. Thái độ nhân viên rất tốt. Đáng đồng tiền. Vị trí thuận tiện.,positive
Ăn sáng ngon. Chắc chắn sẽ quay lại. Homestay sạch sẽ. Giá cả hợp lý.,positive
Dịch vụ tuyệt vời. Trang thiết bị hiện đại. Rất hài lòng.,positive
Vị trí xa trung tâm. Rất thất vọng. Kém chất lượng.,negative
Rất thất vọng. Vị trí xa trung tâm. Cực kỳ tệ.,negative
Nhân viên thân thiện. Đáng đồng tiền. Trang thiết bị hiện đại.,positive
Phòng có mùi khó chịu. Thiếu tiện nghi. Kém chất lượng.,negative
Phòng quá nhỏ. Bữa sáng nghèo nàn.,negative
Thiếu tiện nghi. Phòng có mùi khó chịu. Không giống hình ảnh. Dịch vụ kém.,negative
Thái độ nhân viên không tốt. Thiếu tiện nghi.,negative
Đáng đồng tiền. Giá cả hợp lý. Tuyệt vời.,positive
Bữa sáng nghèo nàn. Check-in chậm.,negative
Nhân viên lạnh nhạt. Check-in chậm. Thái độ nhân viên không tốt. Không giống hình ảnh.,negative
Ăn sáng ngon. Vị trí thuận tiện. Nhân viên thân thiện.,positive
Thái độ nhân viên không tốt. Khó chịu. Thiếu tiện nghi. Giá quá cao.,negative
Chắc chắn sẽ quay lại. Phục vụ chu đáo. Giá cả hợp lý.,positive
Rất tốt. Check-in nhanh chóng. Rất hài lòng. Chắc chắn sẽ quay lại.,positive
Dịch vụ tuyệt vời. Ăn sáng ngon. Tuyệt vời. Thái độ nhân viên rất tốt.,positive
Khó chịu. Phòng có mùi khó chịu. Thái độ nhân viên không tốt.,negative
Không quay lại lần sau. Kém chất lượng. Bữa sáng nghèo nàn.,negative
Dịch vụ tuyệt vời. Check-in nhanh chóng. Phòng ốc đẹp. Rất hài lòng.,positive
Cực kỳ tệ. Check-in chậm. Không giống hình ảnh. Nhân viên lạnh nhạt.,negative
Không giống hình ảnh. Thái độ nhân viên không tốt. Giá quá cao. Phòng có mùi khó chịu.,negative
Giá quá cao. Thái độ nhân viên không tốt. Phòng có mùi khó chịu. Kém chất lượng.,negative
Rất hài lòng. Rất tốt. Phục vụ chu đáo.,positive
Tuyệt vời. Rất tốt.,positive
Khó chịu. Dịch vụ kém.,negative
Rất thất vọng. Phòng quá nhỏ. Không đáng tiền.,negative
Thái độ nhân viên không tốt. Kém chất lượng. Thiếu tiện nghi.,negative
Phục vụ chu đáo. Ăn sáng ngon. Sạch sẽ và tiện nghi.,positive
Rất thất vọng. Thái độ nhân viên không tốt. Thiếu tiện nghi. Không quay lại lần sau.,negative
Rất hài lòng. Rất tốt. Check-in nhanh chóng.,positive
Check-in nhanh chóng. Dịch vụ tuyệt vời. Phục vụ chu đáo. Chắc chắn sẽ quay lại.,positive
Giá cả hợp lý. Check-in nhanh chóng.,positive
Không đáng tiền. Thái độ nhân viên không tốt. Vị trí xa trung tâm.,negative
Thái độ nhân viên rất tốt. Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Rất tốt. Homestay sạch sẽ. Chắc chắn sẽ quay lại.,positive
Rất tốt. Nhân viên thân thiện.,positive
Không đáng tiền. Cực kỳ tệ. Kém chất lượng.,negative
Thái độ nhân viên rất tốt. Sạch sẽ và tiện nghi. Chắc chắn sẽ quay lại.,positive
Đáng đồng tiền. Ăn sáng ngon. Trang thiết bị hiện đại. Dịch vụ tuyệt vời.,positive
Giá quá cao. Khó chịu.,negative
Chắc chắn sẽ quay lại. Nhân viên thân thiện. Vị trí thuận tiện.,positive
Thái độ nhân viên không tốt. Dịch vụ kém.,negative
Check-in nhanh chóng. Rất tốt.,positive
Ăn sáng ngon. Vị trí thuận tiện. Check-in nhanh chóng.,positive
Thái độ nhân viên rất tốt. Đáng đồng tiền. Tuyệt vời. Check-in nhanh chóng.,positive
Check-in chậm. Phòng bẩn. Thái độ nhân viên không tốt.,negative
Không quay lại lần sau. Phòng bẩn. Dịch vụ kém. Khó chịu.,negative
Kém chất lượng. Phòng quá nhỏ. Thái độ nhân viên không tốt. Phòng bẩn.,negative
Phòng có mùi khó chịu. Không đáng tiền. Phòng bẩn. Thái độ nhân viên không tốt.,negative
Không gian yên tĩnh. Phòng ốc đẹp. Phục vụ chu đáo.,positive
Cực kỳ tệ. Check-in chậm. Bữa sáng nghèo nàn.,negative
Trang thiết bị hiện đại. Rất tốt. Không gian yên tĩnh.,positive
Giá cả hợp lý. Chắc chắn sẽ quay lại.,positive
Thái độ nhân viên không tốt. Bữa sáng nghèo nàn. Vị trí xa trung tâm. Kém chất lượng.,negative
Phục vụ chu đáo. Trang thiết bị hiện đại. Homestay sạch sẽ.,positive
Giá quá cao. Không quay lại lần sau. Bữa sáng nghèo nàn.,negative
Vị trí thuận tiện. Đáng đồng tiền. Thái độ nhân viên rất tốt.,positive
Không đáng tiền. Check-in chậm. Giá quá cao. Rất thất vọng.,negative
Phòng ốc đẹp. Đáng đồng tiền.,positive
Phòng quá nhỏ. Không đáng tiền. Bữa sáng nghèo nàn. Dịch vụ kém.,negative
Đáng đồng tiền. Trang thiết bị hiện đại.,positive
Phòng có mùi khó chịu. Khó chịu.,negative
Nhân viên lạnh nhạt. Dịch vụ kém. Giá quá cao.,negative
Ăn sáng ngon. Tuyệt vời. Nhân viên thân thiện. Check-in nhanh chóng.,positive
Không gian yên tĩnh. Phục vụ chu đáo. Homestay sạch sẽ. Ăn sáng ngon.,positive
Giá cả hợp lý. Trang thiết bị hiện đại. Vị trí thuận tiện.,positive
Tuyệt vời. Rất tốt.,positive
Giá cả hợp lý. Rất tốt. Thái độ nhân viên rất tốt. Homestay sạch sẽ.,positive
Không giống hình ảnh. Kém chất lượng.,negative
